Program Number,Program Type,Program Facility Name,Site Class,Address1,Address2,Locality,County,ZIPCode,SWIS Code,DEC Region,Latitude,Longitude,Control Code,Control Type,OU,Project Name,Project Completion Date,Waste Name,Contaminants,Owner Name,Owner Address1,Owner Address2,Owner City,Owner State,Owner ZIP,Disposal Name,Disposal Address1,Disposal Address2,Disposal City,Disposal ZIP,Disposal State,Operator Name,Operator Address1,Operator Address2,Operator City,Operator State,Operator Zip,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
C203043,BCP,New Housing New York Legacy Project,C,700 Brook Avenue,,Bronx,Bronx,10455,0301,2,40.818947139,-73.912287037,Environmental Easement,Environmental Easement,01,Remedial Investigation,2009-07-22T00:00:00.000,,magnesium,Via Verde Homes LLC,551 5th Avenue,23rd Floor,NEW YORK,NY,10176,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.912287037, 40.818947139]}",307,651,2032
C905031,BCP,Olean Redevelopment Parcel 1,C,1404-1406 & 1420 Buffalo Street,,Olean,Cattaraugus,14760,0566,9,42.087500000,-78.446111111,Environmental Easement,Environmental Easement,01,Remedial Action,2016-12-02T00:00:00.000,,"1,3,5-trimethylbenzene",Bob Ring,101 East State Street,,Olean,NY,14760,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.446111111, 42.0875]}",348,1732,2034
C704059,BCP,Former ANSCO Camera Factory,C,16 Emma Street,,Binghamton,Broome,13905,0402,7,42.111216667,-75.942283333,Environmental Easement,Environmental Easement,01,Remedial Action,2019-09-06T00:00:00.000,,polychlorinated biphenyls (PCB),matthew paulus,225 Wilkinson street,,syracuse,NY,13901,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.942283333, 42.111216667]}",968,479,2033
B00136,ERP,Jonas Automotive Site,C,86 Wisner Avenue,,Newburgh (c),Orange,12550-,3611,3,41.503354140,-74.039589110,Environmental Easement,Environmental Easement,01,Remedial Action,2015-07-16T00:00:00.000,,chrysene,Newburgh Commercial Development Corp.,610 Broadway,,Newburgh,NY,12550,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.03958911, 41.50335414]}",891,987,2134
130003B,HW,Naval Weapons Ind. Reserve Plant,02,South Oyster Bay Road,,Bethpage,Nassau,11714,3024,1,40.753719000,-73.492416000,Deed Restriction,Deed Restriction,01,Remedial Investigation,2018-11-30T00:00:00.000,TRICHLORETHYLENE (F001),,GRUMMAN AEROSPACE - US NAVY,"GRUMMAN CORP., STEWART AVE",,BETHPAGE,NY,11714,GRUMMAN AEROSPACE - US NAVY,,,,,ZZ,Grumman Aerospace Corporation,Stewart Avenue,,Bethpage,NY,11714,"{'type': 'Point', 'coordinates': [-73.492416, 40.753719]}",59,1071,2094
C203057,BCP,Former G & C Services,C,255 East 138th Street,,Bronx,Bronx,10451,0301,2,40.811607666,-73.927524777,Environmental Easement,Environmental Easement,01,Remedial Action,2016-12-29T00:00:00.000,,n-propylbenzene,Daniel M. Cohen,242 West 36th Street,Third Floor,New York,NY,10018,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.927524777, 40.811607666]}",307,647,2095
C828181,BCP,"Holtz Porsche, Audi, Mazda (PAM)",C,3955 West Henrietta Road,,Henrietta,Monroe,14623,2832,8,43.073867751,-77.645187748,Environmental Easement,Environmental Easement,01,Remedial Investigation,2014-12-09T00:00:00.000,,"1,1-dichloroethane",Richard J. Garber,"999 S. Washington, Suite 1",,Saginaw,MI,48601,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.645187748, 43.073867751]}",546,1682,2093
130001,HW,Old Bethpage Landfill,04,Bethpage-Sweethollow Road,,Old Bethpage,Nassau,11804,3024,1,40.756391913,-73.448229410,Decision Document,Decision Document,02,Remedial Action,1993-09-01T00:00:00.000,,trichloroethene (TCE),"MR. MATTHEW RUSSO, P.E.",150 Miller Place,,Syosset,NY,11791,,,,,,,c/o  TAE UNG CHUNG,179A School Street,,Westbury,NY,11590,"{'type': 'Point', 'coordinates': [-73.44822941, 40.756391913]}",59,1529,2094
C203057,BCP,Former G & C Services,C,255 East 138th Street,,Bronx,Bronx,10451,0301,2,40.811607666,-73.927524777,Environmental Easement,Environmental Easement,01,Remedial Design,2015-10-30T00:00:00.000,,chrysene,Nicholas Lettire,334-336 East 110th Street,,New York,NY,10029,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.927524777, 40.811607666]}",307,647,2095
B00164,ERP,Hanna Furnace (Subparcel 3)(aka Union Sh,A,2 & 4 Fuhrmann Boulevard,,Buffalo (c),Erie,14220-,1502,9,42.836082791,-78.846213470,Environmental Easement,Environmental Easement,01,,2021-12-31T00:00:00.000,,copper,Byron Brown,201 City Hall,65 Niagara Square,Buffalo,NY,14202,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.84621347, 42.836082791]}",300,107,2041
152113,HW,Hazardous Waste Disposal,C,11-A Picone Boulevard,,Farmingdale,Suffolk,11735,5220,1,40.743796440,-73.417562100,Environmental Easement,Environmental Easement,01,Site Characterization,1991-12-01T00:00:00.000,INK THINNERS,,Carl Palazzolo,1637 Broad Hollow Road,,Farmingdale,NY,11735,GEORGE LAWRENCE,,,,,ZZ,GEORGE LAWRENCE,131 Oakside Drive,,Smithtown,NY,11787,"{'type': 'Point', 'coordinates': [-73.4175621, 40.74379644]}",1023,1115,2179
518002,HW,Johnstown City Landfill,04,West Fulton Street Extension,,Johnstown,Fulton,12095,1828,5,43.043971920,-74.393986350,Deed Restriction,Deed Restriction,01,Remedial Investigation,1993-03-01T00:00:00.000,SPENT PAINT THINNER,paint thinners,City of Johnstown,33-41 East Main Street,,Johnstown,NY,12095,CITY OF JOHNSTOWN,,,,,ZZ,City of Johnstown,33-41 East Main Street,,Johnstown,NY,12095,"{'type': 'Point', 'coordinates': [-74.39398635, 43.04397192]}",383,1227,2085
152130,HW,Fairchild Republic Main Plant,02,1000 Conklin Street,,East Farmingdale,Suffolk,11735,5220,1,40.737998670,-73.421761650,Decision Document,Decision Document,01,Remedial Action,2005-02-28T00:00:00.000,"1,2-DICHLOROETHYLENE",,Ray Michaelsen,3333 New Hyde Park Rd,Suite 100,New Hyde Park,NY,11042,SEVERSKI AIRCRAFT/REPUBLIC AIRCRAFT,,,,,ZZ,SEVERSKI AIRCRAFT/REPUBLIC AIRCRAFT,P.O. BOX 10803,,CHANTILY,VA,,"{'type': 'Point', 'coordinates': [-73.42176165, 40.73799867]}",1023,1115,2179
B00018,ERP,Market Basket Site,C,Corner of Gates Ave. & Lehigh Street,,Geneva (c),Ontario,14456-,3505,8,42.881680100,-76.982207080,Deed Restriction,Deed Restriction,01,Remedial Design,2008-03-25T00:00:00.000,,chlorobenzene,Ron Alcock,"47 Castle Street, City Hall",,Geneva,NY,14456,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.98220708, 42.8816801]}",809,233,2133
932020,HW,Love Canal,04,805 97TH STREET,,NIAGARA FALLS,Niagara,14304,3211,9,43.081352780,-78.949763400,Deed Restriction,Deed Restriction,01,Remedial Action,1982-08-01T00:00:00.000,"LIQUID DISULFIDES, CHLOROBENZENES, CHLOROTOLUENE",,,,,,,,,,,,,,Darrell Crockett,805 97th St.,,Niagara Falls,NY,14304,"{'type': 'Point', 'coordinates': [-78.9497634, 43.08135278]}",159,168,2131
C224194,BCP,Former Cascade Laundry,C,553 Marcy Avenue,,Brooklyn,Kings,11206,2401,2,40.695847222,-73.948366667,Environmental Easement,Environmental Easement,01,Remedial Investigation,2016-03-31T00:00:00.000,,ethylbenzene,Isac Deutsch,"246 Lynch Street, Unit 1A",Brooklyn,NY,NY,11206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.948366667, 40.695847222]}",894,884,2090
V00119,VCP,Former H.B. Fuller- Monarch Div. Prop.,C,61 Gates Avenue,,Geneva,Ontario,14456,3505,8,42.881999480,-76.981248880,Deed Restriction,Deed Restriction,02,Remedial Design,2016-07-21T00:00:00.000,,"1,1,1-Trichloroethane(TCA)",Jeff Rowe,61 Gates Avenue,,Geneva,NY,14456,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.98124888, 42.88199948]}",809,233,2133
V00324,VCP,North of Sharp Industries,C,Brook Avenue,,Hillburn,Rockland,10931,4426,3,41.112634354,-74.160390848,Deed Restriction,Deed Restriction,01,Remedial Action,2010-07-19T00:00:00.000,Hazardous Substances,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.160390848, 41.112634354]}",529,1510,628
915156,HW,"Leica, Inc.",04,Eggert and Sugar Roads,,Cheektowaga,Erie,14215,1530,9,42.928960290,-78.796654560,Deed Restriction,Deed Restriction,01,Remedial Investigation,1997-03-01T00:00:00.000,,xylene (mixed),Stephen Evanoff,2200 Pennsylvania Ave. NW,Suite 800W,Washington,DC,20037,Stephen Evanoff,c/o  Danaher Corp.,2200 Pennsylvania Ave. NW ; Suite 800W,Washington,20037,DC,Spencer Lense,Eggert & Sugar Roads,,Cheektowaga,NY,14215,"{'type': 'Point', 'coordinates': [-78.79665456, 42.92896029]}",298,71,2041
C224194,BCP,Former Cascade Laundry,C,553 Marcy Avenue,,Brooklyn,Kings,11206,2401,2,40.695847222,-73.948366667,Environmental Easement,Environmental Easement,01,Remedial Action,2018-12-31T00:00:00.000,,ethylbenzene,Isac Deutsch,"246 Lynch Street, Unit 1A",Brooklyn,NY,NY,11206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.948366667, 40.695847222]}",894,884,2090
C224190,BCP,Greenpoint Marina,C,43-57 West St and 2-24 Oak St,,Brooklyn,Kings,11222,2401,2,40.727861111,-73.959527778,Environmental Easement,Environmental Easement,01,Remedial Action,2019-12-24T00:00:00.000,,"1,1,1-trichloroethane",Jack Guttman,240 Water Street,,Brooklyn,NY,11201,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.959527778, 40.727861111]}",894,901,2090
336027,HW,Mayer Landfill,04,Prospect and Peddler Hill Roads,,Blooming Grove,Orange,10914,3620,3,41.370896670,-74.201493880,Environmental Easement,Environmental Easement,01,Remedial Design,2008-05-30T00:00:00.000,PROPYLENE GLYCOL AND ETHYLENE GLYCOL,,William R. Mayer,41 West 71st Street,Apt 1C,New York,NY,10023,William and Velia Mayer,Prospect and Peddler Hill Roads,,Blooming Grove,10914,NY,William and Velia Mayer,Prospect and Peddler Hill Roads,,Blooming Grove,NY,10914,"{'type': 'Point', 'coordinates': [-74.20149388, 41.37089667]}",882,1498,2134
401039,HW,Former Adirondack Steel,02,191 Watervliet-Shaker Road,,Colonie,Albany,12189,0126,4,42.723892710,-73.714811253,Environmental Easement,Environmental Easement,01,Remedial Investigation,2010-03-31T00:00:00.000,PCB OILS  (B003),polychlorinated biphenyls (PCB),DONALD W. STONE,15 STEARNS ROAD,,KEENE,NH,03431,ADIRONDACK STEEL CASTING CORPORATION,,,,,ZZ,Adirondack Steel Casting Corporation,191 Watervliet Shaker Road,,Watervliet,NY,12189,"{'type': 'Point', 'coordinates': [-73.714811253, 42.72389271]}",834,19,2030
B00173,ERP,Former Roblin Steel Site ( Dunkirk ),C,320 South Roberts Road,,Dunkirk,Chautauqua,14048,0703,9,42.487353910,-79.317991580,Environmental Easement,Environmental Easement,01,Remedial Design,2006-06-05T00:00:00.000,,manganese,Brad Bentley,454 N. Work Street,,Falconer,NY,14733,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-79.31799158, 42.48735391]}",217,508,2035
623003,HW,New York Air Brake Company,04,Starbuck Avenue,,Watertown,Jefferson,13601,2358,6,43.989465910,-75.891350710,Deed Restriction,Deed Restriction,01,Site Characterization,1989-01-01T00:00:00.000,TRICHLOROETHYLENE (TCE),"1,1,2-trichlorethylene",Walter Galacki,13320-A Ballantyne Corporate Place,,CHARLOTTE,NC,28277,,,,,,,NEW YORK AIR BRAKE COMPANY,STARBUCK AVE.,,WATERTOWN,NY,13601,"{'type': 'Point', 'coordinates': [-75.89135071, 43.98946591]}",846,1466,2089
130003B,HW,Naval Weapons Ind. Reserve Plant,02,South Oyster Bay Road,,Bethpage,Nassau,11714,3024,1,40.753719000,-73.492416000,Deed Restriction,Deed Restriction,01,Remedial Design,1995-09-01T00:00:00.000,TRICHLORETHYLENE (F001),,Mr. Brian MURRAY,NAVFAC Mid-Atlantic,"9742 Maryland Avenue, Bldg Z-144",Norfolk,VA,23511-3095,GRUMMAN AEROSPACE - US NAVY,,,,,ZZ,Grumman Aerospace Corporation,Stewart Avenue,,Bethpage,NY,11714,"{'type': 'Point', 'coordinates': [-73.492416, 40.753719]}",59,1071,2094
C243041,BCP,Former CJ's Service Center Property,C,5801 Amboy Road,,Staten Island,Richmond,10309,4301,2,40.526800000,-74.201500000,Environmental Easement,Environmental Easement,01,Remedial Investigation,2016-06-30T00:00:00.000,,methyl-tert-butyl ether (MTBE),ANDREW GONCHAR,15 PAGE AVENUE,,STATEN ISLAND,NY,10309,,,,,,,ANDREW GONCHAR,15 PAGE AVENUE,,STATEN ISLAND,NY,10309,"{'type': 'Point', 'coordinates': [-74.2015, 40.5268]}",585,612,2139
C241051,BCP,Flushing Industrial Park (Eastern) Parcel 1,C,NW Corner of College Pt Boulevard & 40th Road,,Flushing,Queens,11354,4101,2,40.758489520,-73.834787950,Environmental Easement,Environmental Easement,01,Remedial Design,2005-06-30T00:00:00.000,AROCLOR 1260,polychlorinated biphenyls (PCB),Real Estate Portfolio Mgt (T-2451 Flushing NY),1000 Nicollet Mall - TPN 12H,,Minneapolis,MN,55403,Jin Zhang and Lantao Sun,3364 21st St. Apt. 6C,,Astoria,11106,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.83478795, 40.75848952]}",196,824,2137
C224133,BCP,Frito Lay,C,202-218 Morgan Avenue,,Brooklyn,Kings,11237,2401,2,40.711666667,-73.933055556,Environmental Easement,Environmental Easement,01,Remedial Design,2011-09-20T00:00:00.000,,arsenic,Cedric Robinson,7701 Legacy Drive,,Plano,TX,75024-4099,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.933055556, 40.711666667]}",894,820,2090
C241079,BCP,Flushing Indust. Pk. (Western Waterfront) Parcel 3,C,NW Corner of College Pt Blvd & 40th Road,,Flushing,Queens,11354,4101,2,40.757417553,-73.837183781,Environmental Easement,Environmental Easement,01,Remedial Investigation,2006-06-30T00:00:00.000,,lead,William Stein and Judy Turchin,345 Park Ave.,,New York,NY,10154,Jin Zhang and Lantao Sun,"3364 21st St., Apt. 6C",,Astoria,11106,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.837183781, 40.757417553]}",196,824,2137
224026,HW,K - Former Brooklyn Borough Gas Works,04,2731 West 12th Street,,Brooklyn,Kings,11224,2401,2,40.581505670,-73.978777740,Environmental Notice,Environmental Notice,02,Remedial Investigation,2002-03-30T00:00:00.000,,ethylbenzene,Sarah aldridge,175East Old Country Rd,,Hicksville,NY,11801,BROOKLYN BOROUGH GAS COMPANY,,,,,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.97877774, 40.58150567]}",894,903,2090
755008,HW,NYSEG - Ithaca Court St. MGP,02,Court Street,,Ithaca,Tompkins,14850,5530,7,42.442901273,-76.503630173,Deed Restriction,Deed Restriction,02A,Remedial Design,2010-10-08T00:00:00.000,,coal tar,MR. GARY LINDENBAUM,BOX 549,,ITHACA,NY,14850,,,,,,,NYS ELECTRIC AND GAS COMPANY,4500 VESTAL PARKWAY,,BINGHAMTON,NY,13903,"{'type': 'Point', 'coordinates': [-76.503630173, 42.442901273]}",709,1786,2181
C353015,BCP,Former Grossingers Resort,C,Clements and Grossinger Roads,,Liberty,Sullivan,12754,5336,3,41.790055556,-74.727500000,Environmental Easement,Environmental Easement,01,Remedial Investigation,2019-12-20T00:00:00.000,,benzo(a)anthracene,Bruce Berg,7 Renaissance Square,,White Plains,NY,10601,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.7275, 41.790055556]}",655,1062,2180
B00020,ERP,Former Hamilton Reproduction,C,166-186 North Hamilton Street,,Poughkeepsie (c),Dutchess,12601-,1413,3,41.711819530,-73.921255590,Environmental Easement,Environmental Easement,01,Remedial Design,1999-07-21T00:00:00.000,,tetrachloroethene (PCE),,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92125559, 41.71181953]}",588,1021,2040
C905033,BCP,Olean Redevelopment Parcel 3,C,"1404-1406R, 1420 Buffalo Street",,Olean,Cattaraugus,14760,0512,9,42.091111111,-78.441944444,Environmental Easement,Environmental Easement,01,Remedial Design,2014-04-11T00:00:00.000,,chlorobenzene,Paul Curran,"400 Market Industrial Park, Suite 32",,Wappingers Falls,NY,12590,,,,,,,Paul Curran,"400 Market Industrial Park, Suite 32",,Wappingers Falls,NY,12590,"{'type': 'Point', 'coordinates': [-78.441944444, 42.091111111]}",348,1732,2034
C224178,BCP,Former Driggs Plywood Corp.,C,11 Jackson Street,,Brooklyn,Kings,11211,2401,2,40.716250000,-73.951333333,Environmental Easement,Environmental Easement,01,Remedial Investigation,2013-11-25T00:00:00.000,,dibenzofuran,Yitzchok Schwartz,"320 Roebling Street, Suite 316",,Brooklyn,NY,11211,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.951333333, 40.71625]}",894,889,2090
C203031,BCP,Former Shell Service Station,C,2040 White Plains Road,,Bronx,Bronx,10462,0301,2,40.851941759,-73.867457986,Environmental Easement,Environmental Easement,01,Remedial Investigation,2007-06-29T00:00:00.000,,MTBE (methyl-tert-butyl ether),Sol Arker,1044 North Blvd,2nd Floor,Roslyn,NY,11576,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.867457986, 40.851941759]}",307,675,2032
C915241,BCP,Former American Linen Supply Company Facility,C,822 Seneca Street,,Buffalo,Erie,14210,1502,9,42.876055556,-78.846861111,Environmental Easement,Environmental Easement,01,Remedial Design,2014-08-15T00:00:00.000,,"polycyclic aromatic hydrocarbons (PAHS), total",Gary Kriner,726 Exchange Street,Suite 825,Buffalo,NY,14210,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.846861111, 42.876055556]}",300,66,2041
344045,HW,OR - Suffern MGP,A,3 Pat Malone Drive,,Suffern,Rockland,10901-,4426,3,41.116258340,-74.155929860,Environmental Easement,Environmental Easement,01,Remedial Investigation,2014-03-28T00:00:00.000,,cyanides(soluble cyanide salts),yelena skorobogatov,31-01 20th ave,,long island city,NY,11105,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.15592986, 41.11625834]}",529,1454,628
C905031,BCP,Olean Redevelopment Parcel 1,C,1404-1406 & 1420 Buffalo Street,,Olean,Cattaraugus,14760,0566,9,42.087500000,-78.446111111,Environmental Easement,Environmental Easement,01,Remedial Design,2014-04-11T00:00:00.000,,arsenic,David Hart,617 Dingens Street,,Buffalo,NY,14206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.446111111, 42.0875]}",348,1732,2034
203003,HW,Hexagon Laboratories,04,3536 Pear Tree Avenue,,Bronx,Bronx,10475,0301,2,40.887001830,-73.825675170,Environmental Notice,Environmental Notice,01,Site Characterization,1993-03-01T00:00:00.000,,tetrachloroethene (PCE),"Dino Tomassetti, Jr.",1590 Troy Avenue,,Brookyln,NY,11234,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Holchem Limited,,,,ZZ,,"{'type': 'Point', 'coordinates': [-73.82567517, 40.88700183]}",307,679,2032
734070,HW,Former G.E. Court Street Plant 5,04,6437 Deere Road,,Dewitt,Onondaga,13206,3426,7,43.087263970,-76.106049870,Decision Document,Decision Document,01,Remedial Investigation,1999-03-01T00:00:00.000,VINYL CHLORIDE,vinyl chloride,Jeffrey H. Booher,"P.O. Box 420, Solvay Road",,Jamesville,NY,13078,General Electric Company,,,,,NY,,,,,,,"{'type': 'Point', 'coordinates': [-76.10604987, 43.08726397]}",702,715,2132
932047,HW,Necco Park,04,5600B Niagara Falls Boulevard,,Niagara Falls,Niagara,14302,3230,9,43.095151980,-78.998258530,Decision Document,Decision Document,01,Remedial Investigation,1998-09-01T00:00:00.000,"RUBBLE, OTHER CHEMICALS",,Paul Mazierski,Buffalo Ave @ 26th Street,Building 35,Niagara Falls,NY,14302,Paul F. Mazierski,Buffalo Ave at 26th Street,Building 35,Niagara Falls,14302,NY,timothy pezzino,257 west genesee street,suite 600,buffalo,NY,14202,"{'type': 'Point', 'coordinates': [-78.99825853, 43.09515198]}",160,168,2131
C241098,BCP,OCA LIC Fifth Street Mixed-Use Housing,C,5-20 46th Road,,Queens,Queens,11101,4101,2,40.746301124,-73.954833566,Environmental Easement,Environmental Easement,01,Remedial Design,2010-05-25T00:00:00.000,,ethylbenzene,"OCA LONG ISLAND  CITY, LLC",535 MADISON AVENUE,23RD FLOOR,NEW YORK,NY,10022,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.954833566, 40.746301124]}",196,873,2137
E622026,ERP,Former Wood Service Station,C,123 West Main Street,,Ilion,Herkimer,13357,2228,6,43.016983093,-75.039934848,Environmental Easement,Environmental Easement,01,Certificate of Completion,2015-03-23T00:00:00.000,,benzo(k)fluoranthene,Sergey Kozulya,11 Remington Place,,Ilion,NY,13357,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.039934848, 43.016983093]}",680,564,2088
C224165,BCP,Former Scientific Fire Prevention Inc,C,871 Grand Street,,Brooklyn,Kings,11211,2401,2,40.712488889,-73.939188889,Environmental Easement,Environmental Easement,01,Remedial Design,2013-11-20T00:00:00.000,,"1,2-dichloroethane",Joel Greenfield,"199 Lee Avenue, No. 693",,Brooklyn,NY,11211,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.939188889, 40.712488889]}",894,889,2090
E755018,ERP,Ithaca Falls Overlook,C,125 Lake Street,,Ithaca,Tompkins,14850,5507,7,42.452444583,-76.492814136,Environmental Easement,Environmental Easement,01,Certificate of Completion,2018-10-04T00:00:00.000,,arsenic,City of Ithaca,108 East Green Street,"City Hall, 4th Floor",Ithaca,NY,14850,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.492814136, 42.452444583]}",709,1786,2181
915156,HW,"Leica, Inc.",04,Eggert and Sugar Roads,,Cheektowaga,Erie,14215,1530,9,42.928960290,-78.796654560,Deed Restriction,Deed Restriction,01,Remedial Action,2001-08-15T00:00:00.000,TRICHLOROETHENE,,"Calypso Development of WNY, Inc.",203 Eggert Road,,Buffalo,NY,14215,Stephen Evanoff,c/o  Danaher Corp.,2200 Pennsylvania Ave. NW ; Suite 800W,Washington,20037,DC,Spencer Lense,Eggert & Sugar Roads,,Cheektowaga,NY,14215,"{'type': 'Point', 'coordinates': [-78.79665456, 42.92896029]}",298,71,2041
C203043,BCP,New Housing New York Legacy Project,C,700 Brook Avenue,,Bronx,Bronx,10455,0301,2,40.818947139,-73.912287037,Environmental Easement,Environmental Easement,01,Remedial Investigation,2009-07-22T00:00:00.000,,benzene,Via Verde Homes LLC,551 5th Avenue,23rd Floor,NEW YORK,NY,10176,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.912287037, 40.818947139]}",307,651,2032
401010,HW,Norton Company,04,Crabapple Lane,,Colonie,Albany,12212,0126,4,42.742878570,-73.707066020,Deed Restriction,Deed Restriction,01,Remedial Action,1993-01-01T00:00:00.000,,xylene (mixed),James Smith,750 East Swedesford road,,valley forge,PA,19482,NORTON COMPANY,,,,,ZZ,,,,,,,"{'type': 'Point', 'coordinates': [-73.70706602, 42.74287857]}",834,19,2030
203003,HW,Hexagon Laboratories,04,3536 Pear Tree Avenue,,Bronx,Bronx,10475,0301,2,40.887001830,-73.825675170,Environmental Notice,Environmental Notice,01,Remedial Design,2002-12-12T00:00:00.000,,methylene chloride,"Dino Tomassetti, Jr.",1590 Troy Avenue,,Brookyln,NY,11234,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hexagon Laboratories,3536 Pear Tree Avenue,,Bronx,NY,10475,"{'type': 'Point', 'coordinates': [-73.82567517, 40.88700183]}",307,679,2032
